businessDate,sectorName,turnOverValues,turnOverVolume,totalTransaction,business_date
2025-05-05,Tradings,14475286.0,2767,83,2025-05-05
1970-01-01,Preference Share,0.0,0,0,2025-05-06
2025-05-06,Commercial Banks,257971567.3,998005,4731,2025-05-06
2025-05-06,Corporate Debenture,4565942.0,4136,79,2025-05-06
2025-05-06,Development Banks,354013267.7,542582,3117,2025-05-06
2025-05-06,Finance,158920094.4,305717,2578,2025-05-06
2025-05-06,Hotels And Tourism,48967219.5,76668,453,2025-05-06
2025-05-06,Hydro Power,5812502007.6,14505629,49290,2025-05-06
2025-05-06,Investment,764774408.0,1038288,4352,2025-05-06
2025-05-06,Life Insurance,212492701.5,358790,3579,2025-05-06
2025-05-06,Manufacturing And Processing,205237547.7,290591,2030,2025-05-06
2025-05-06,Microfinance,220196736.9,215873,3418,2025-05-06
2025-05-06,Mutual Fund,8890036.35,902762,535,2025-05-06
2025-05-06,Non Life Insurance,102748022.2,144983,1297,2025-05-06
2025-05-06,Others,369704795.6,378487,3424,2025-05-06
2025-05-06,Promoter Share,164778069.0,767516,1053,2025-05-06
2025-05-06,Tradings,60386428.6,12118,87,2025-05-06
1970-01-01,Preference Share,0.0,0,0,2025-05-07
2025-05-07,Commercial Banks,480026218.5,1970274,6655,2025-05-07
2025-05-07,Corporate Debenture,1425241.6,1281,39,2025-05-07
2025-05-07,Development Banks,381266393.4,661121,4000,2025-05-07
2025-05-07,Finance,287717401.9,551942,4385,2025-05-07
2025-05-07,Hotels And Tourism,66155691.7,104379,739,2025-05-07
2025-05-07,Hydro Power,6961964338.3,18986602,60569,2025-05-07
2025-05-07,Investment,845010738.4,1399797,4838,2025-05-07
2025-05-07,Life Insurance,325732964.3,548030,4919,2025-05-07
2025-05-07,Manufacturing And Processing,243431234.8,356178,2597,2025-05-07
2025-05-07,Microfinance,247733529.8,250288,3870,2025-05-07
2025-05-07,Mutual Fund,10760740.04,1063113,523,2025-05-07
2025-05-07,Non Life Insurance,143556859.3,199286,1930,2025-05-07
2025-05-07,Others,338722543.4,348195,3199,2025-05-07
2025-05-07,Promoter Share,176020959.3,803087,958,2025-05-07
2025-05-07,Tradings,7910391.9,1497,62,2025-05-07
1970-01-01,Preference Share,0.0,0,0,2025-05-08
2025-05-08,Commercial Banks,336076248.6,1319505,5348,2025-05-08
2025-05-08,Corporate Debenture,1507305.6,1367,43,2025-05-08
2025-05-08,Development Banks,317313729.8,517739,3074,2025-05-08
2025-05-08,Finance,516289291.8,905933,6944,2025-05-08
2025-05-08,Hotels And Tourism,86964837.8,144528,673,2025-05-08
2025-05-08,Hydro Power,7636144313.3,20476601,62803,2025-05-08
2025-05-08,Investment,1206691562.4,1899441,6230,2025-05-08
2025-05-08,Life Insurance,337255449.1,462449,4423,2025-05-08
2025-05-08,Manufacturing And Processing,306981127.2,444917,2752,2025-05-08
2025-05-08,Microfinance,262991303.1,274848,3682,2025-05-08
2025-05-08,Mutual Fund,30871120.17,3025637,634,2025-05-08
2025-05-08,Non Life Insurance,161118686.0,190427,2950,2025-05-08
2025-05-08,Others,229384030.6,237557,2620,2025-05-08
2025-05-08,Promoter Share,198832495.6,893830,987,2025-05-08
2025-05-08,Tradings,19739420.0,3574,121,2025-05-08
1970-01-01,Preference Share,0.0,0,0,2025-05-11
2025-05-11,Commercial Banks,274146172.9,1076947,4672,2025-05-11
2025-05-11,Corporate Debenture,753624.8,690,29,2025-05-11
2025-05-11,Development Banks,541645378.9,846310,4739,2025-05-11
2025-05-11,Finance,215294792.4,385296,3419,2025-05-11
2025-05-11,Hotels And Tourism,439795877.9,713782,2979,2025-05-11
2025-05-11,Hydro Power,6192769248.0,15519450,49114,2025-05-11
2025-05-11,Investment,803051456.5,1265702,4419,2025-05-11
2025-05-11,Life Insurance,436342964.5,519949,5294,2025-05-11
2025-05-11,Manufacturing And Processing,237456910.8,367839,2097,2025-05-11
2025-05-11,Microfinance,305479641.0,244085,3389,2025-05-11
2025-05-11,Mutual Fund,17499611.9,1695183,526,2025-05-11
2025-05-11,Non Life Insurance,209093990.7,220943,4334,2025-05-11
2025-05-11,Others,336285534.5,339809,2738,2025-05-11
2025-05-11,Promoter Share,174229838.3,811064,1069,2025-05-11
2025-05-11,Tradings,16995788.8,3217,103,2025-05-11
1970-01-01,Corporate Debenture,0,0,0,2025-05-12
1970-01-01,Preference Share,0,0,0,2025-05-12
1970-01-01,Promoter Share,0,0,0,2025-05-12
1970-01-01,Preference Share,0.0,0,0,2025-05-13
2025-05-13,Commercial Banks,285736711.66,1066642,4833,2025-05-13
2025-05-13,Corporate Debenture,2443979.5,2207,57,2025-05-13
2025-05-13,Development Banks,769098005.3,1401464,6175,2025-05-13
2025-05-13,Finance,164829794.7,304031,2533,2025-05-13
2025-05-13,Hotels And Tourism,183307297.1,301750,1343,2025-05-13
2025-05-13,Hydro Power,5249768804.6,12882382,42323,2025-05-13
2025-05-13,Investment,693075229.4,1040911,4707,2025-05-13
2025-05-13,Life Insurance,453926742.9,457687,7354,2025-05-13
2025-05-13,Manufacturing And Processing,446797104.7,576139,4342,2025-05-13
2025-05-13,Microfinance,283226762.5,243464,3641,2025-05-13
2025-05-13,Mutual Fund,20316422.71,2046380,737,2025-05-13
2025-05-13,Non Life Insurance,615502204.4,366736,20631,2025-05-13
2025-05-13,Others,250385205.2,257633,2485,2025-05-13
2025-05-13,Promoter Share,168564875.9,871402,988,2025-05-13
2025-05-13,Tradings,46020645.0,8661,258,2025-05-13
1970-01-01,Preference Share,0.0,0,0,2025-05-14
2025-05-14,Commercial Banks,233670715.6,943646,3987,2025-05-14
2025-05-14,Corporate Debenture,6080195.7,5524,65,2025-05-14
2025-05-14,Development Banks,946385156.1,1823056,6979,2025-05-14
2025-05-14,Finance,159312069.4,294459,2383,2025-05-14
2025-05-14,Hotels And Tourism,113828804.1,201955,831,2025-05-14
2025-05-14,Hydro Power,4283143590.4,10824084,38338,2025-05-14
2025-05-14,Investment,631004395.1,812312,4107,2025-05-14
2025-05-14,Life Insurance,889403284.2,608227,28341,2025-05-14
2025-05-14,Manufacturing And Processing,166952851.7,241292,2261,2025-05-14
2025-05-14,Microfinance,219312256.4,183175,3387,2025-05-14
2025-05-14,Mutual Fund,11688341.24,1222442,727,2025-05-14
2025-05-14,Non Life Insurance,401932084.1,280418,15723,2025-05-14
2025-05-14,Others,546596393.0,540152,4430,2025-05-14
2025-05-14,Promoter Share,103535052.4,510792,814,2025-05-14
2025-05-14,Tradings,22888451.0,4264,177,2025-05-14
1970-01-01,Preference Share,0.0,0,0,2025-05-15
2025-05-15,Commercial Banks,286374289.6,1081641,4871,2025-05-15
2025-05-15,Corporate Debenture,2006209.1,1787,48,2025-05-15
2025-05-15,Development Banks,564454533.5,993379,4568,2025-05-15
2025-05-15,Finance,117132200.7,220321,1901,2025-05-15
2025-05-15,Hotels And Tourism,537272508.5,907102,3286,2025-05-15
2025-05-15,Hydro Power,3392914721.2,8665593,32294,2025-05-15
2025-05-15,Investment,415665620.5,612004,3302,2025-05-15
2025-05-15,Life Insurance,494262280.9,475736,12624,2025-05-15
2025-05-15,Manufacturing And Processing,258870937.1,373197,2222,2025-05-15
2025-05-15,Microfinance,253334155.9,209324,2980,2025-05-15
2025-05-15,Mutual Fund,23533756.83,2345336,572,2025-05-15
2025-05-15,Non Life Insurance,213329086.4,185164,6659,2025-05-15
2025-05-15,Others,230141683.8,231672,2348,2025-05-15
2025-05-15,Promoter Share,280111287.3,1118971,690,2025-05-15
2025-05-15,Tradings,13576979.3,2564,118,2025-05-15
1970-01-01,Preference Share,0.0,0,0,2025-05-18
2025-05-18,Commercial Banks,348931419.9,1428712,4927,2025-05-18
2025-05-18,Corporate Debenture,1565094.3,1401,38,2025-05-18
2025-05-18,Development Banks,567382804.3,1005520,4541,2025-05-18
2025-05-18,Finance,114455824.6,213547,1672,2025-05-18
2025-05-18,Hotels And Tourism,620276879.2,827100,3093,2025-05-18
2025-05-18,Hydro Power,3530911064.0,9089542,34041,2025-05-18
2025-05-18,Investment,774030882.9,738188,3354,2025-05-18
2025-05-18,Life Insurance,426036905.8,419253,9117,2025-05-18
2025-05-18,Manufacturing And Processing,248425293.0,395883,2520,2025-05-18
2025-05-18,Microfinance,392456053.9,422240,4999,2025-05-18
2025-05-18,Mutual Fund,6890105.31,737974,599,2025-05-18
2025-05-18,Non Life Insurance,190759698.4,172404,4364,2025-05-18
2025-05-18,Others,1177928878.9,1058829,6024,2025-05-18
2025-05-18,Promoter Share,86772533.4,392722,424,2025-05-18
2025-05-18,Tradings,21641227.1,4111,163,2025-05-18
1970-01-01,Preference Share,0.0,0,0,2025-05-19
2025-05-19,Commercial Banks,365152218.8,1426758,4497,2025-05-19
2025-05-19,Corporate Debenture,6892454.3,6145,104,2025-05-19
2025-05-19,Development Banks,433824286.1,713936,4133,2025-05-19
2025-05-19,Finance,101630577.5,191249,1550,2025-05-19
2025-05-19,Hotels And Tourism,538766089.5,726098,2220,2025-05-19
2025-05-19,Hydro Power,2959952270.0,7307240,29378,2025-05-19
2025-05-19,Investment,430338404.8,536580,2919,2025-05-19
2025-05-19,Life Insurance,445799241.5,403564,8269,2025-05-19
2025-05-19,Manufacturing And Processing,272836393.5,408289,2588,2025-05-19
2025-05-19,Microfinance,312754137.9,303222,3681,2025-05-19
2025-05-19,Mutual Fund,16212029.38,1580568,545,2025-05-19
2025-05-19,Non Life Insurance,275243855.3,289172,4489,2025-05-19
2025-05-19,Others,988386653.9,886357,6233,2025-05-19
2025-05-19,Promoter Share,203235513.5,1424762,593,2025-05-19
2025-05-19,Tradings,7281268.4,1391,70,2025-05-19
1970-01-01,Preference Share,0.0,0,0,2025-05-20
2025-05-20,Commercial Banks,433098365.3,1721827,5595,2025-05-20
2025-05-20,Corporate Debenture,2179229.1,1975,57,2025-05-20
2025-05-20,Development Banks,551228312.1,892898,4839,2025-05-20
2025-05-20,Finance,145849799.6,271857,2066,2025-05-20
2025-05-20,Hotels And Tourism,703492156.0,946258,3134,2025-05-20
2025-05-20,Hydro Power,3129384567.3,7971097,30333,2025-05-20
2025-05-20,Investment,555391266.3,738684,3549,2025-05-20
2025-05-20,Life Insurance,505442839.0,484175,8227,2025-05-20
2025-05-20,Manufacturing And Processing,211006822.1,349789,2542,2025-05-20
2025-05-20,Microfinance,205393882.7,191397,3390,2025-05-20
2025-05-20,Mutual Fund,20287109.67,1998744,547,2025-05-20
2025-05-20,Non Life Insurance,251365642.1,287850,4529,2025-05-20
2025-05-20,Others,460864920.2,425161,3499,2025-05-20
2025-05-20,Promoter Share,128076890.3,604719,642,2025-05-20
2025-05-20,Tradings,9020939.4,1737,89,2025-05-20
1970-01-01,Preference Share,0.0,0,0,2025-05-21
2025-05-21,Commercial Banks,768576209.5,2902493,8760,2025-05-21
2025-05-21,Corporate Debenture,3318328.3,3106,84,2025-05-21
2025-05-21,Development Banks,965557282.4,1755994,7536,2025-05-21
2025-05-21,Finance,259384076.1,470229,3596,2025-05-21
2025-05-21,Hotels And Tourism,515832446.5,699788,2629,2025-05-21
2025-05-21,Hydro Power,4994748746.1,11923570,37839,2025-05-21
2025-05-21,Investment,787910905.5,1188173,4307,2025-05-21
2025-05-21,Life Insurance,449749602.0,592742,6910,2025-05-21
2025-05-21,Manufacturing And Processing,282547828.2,422984,2664,2025-05-21
2025-05-21,Microfinance,362213878.3,331095,4301,2025-05-21
2025-05-21,Mutual Fund,5362795.6,560848,477,2025-05-21
2025-05-21,Non Life Insurance,251432970.1,293942,3403,2025-05-21
2025-05-21,Others,796871138.4,734879,4416,2025-05-21
2025-05-21,Promoter Share,239183799.9,1143147,1034,2025-05-21
2025-05-21,Tradings,15073372.8,2894,143,2025-05-21
1970-01-01,Preference Share,0.0,0,0,2025-05-22
2025-05-22,Commercial Banks,1729096128.2,6937495,16624,2025-05-22
2025-05-22,Corporate Debenture,49134847.7,44923,80,2025-05-22
2025-05-22,Development Banks,647930574.7,992494,4495,2025-05-22
2025-05-22,Finance,138289609.6,253164,1911,2025-05-22
2025-05-22,Hotels And Tourism,304678110.1,455370,1905,2025-05-22
2025-05-22,Hydro Power,3916406664.2,9412171,31957,2025-05-22
2025-05-22,Investment,554169770.9,749725,3318,2025-05-22
2025-05-22,Life Insurance,451471161.6,443123,6828,2025-05-22
2025-05-22,Manufacturing And Processing,154287440.7,235829,2072,2025-05-22
2025-05-22,Microfinance,667589117.7,635550,7712,2025-05-22
2025-05-22,Mutual Fund,6269171.92,640704,520,2025-05-22
2025-05-22,Non Life Insurance,326866460.3,313204,4530,2025-05-22
2025-05-22,Others,715223533.7,661839,3999,2025-05-22
2025-05-22,Promoter Share,141425561.2,616488,549,2025-05-22
2025-05-22,Tradings,17020537.9,3364,136,2025-05-22
1970-01-01,Preference Share,0.0,0,0,2025-05-25
2025-05-25,Commercial Banks,999364096.8,3820424,9909,2025-05-25
2025-05-25,Corporate Debenture,5005968.9,4601,86,2025-05-25
2025-05-25,Development Banks,411797191.3,664534,3386,2025-05-25
2025-05-25,Finance,95193842.6,176404,1503,2025-05-25
2025-05-25,Hotels And Tourism,279677621.6,427985,1773,2025-05-25
2025-05-25,Hydro Power,3292680615.1,7532105,27176,2025-05-25
2025-05-25,Investment,396647783.7,576115,2754,2025-05-25
2025-05-25,Life Insurance,354248567.4,429246,5900,2025-05-25
2025-05-25,Manufacturing And Processing,200762944.4,302235,2110,2025-05-25
2025-05-25,Microfinance,889197031.0,861628,9276,2025-05-25
2025-05-25,Mutual Fund,28097676.0,2738624,697,2025-05-25
2025-05-25,Non Life Insurance,251916969.5,279512,2824,2025-05-25
2025-05-25,Others,303080733.2,296117,2722,2025-05-25
2025-05-25,Promoter Share,84080500.4,392314,377,2025-05-25
2025-05-25,Tradings,15654115.0,3058,93,2025-05-25
1970-01-01,Preference Share,0.0,0,0,2025-05-26
2025-05-26,Commercial Banks,1069251726.4,3837523,10112,2025-05-26
2025-05-26,Corporate Debenture,8686458.5,7818,130,2025-05-26
2025-05-26,Development Banks,442107377.4,745715,3344,2025-05-26
2025-05-26,Finance,118714813.3,216199,1810,2025-05-26
2025-05-26,Hotels And Tourism,205571678.6,315140,1339,2025-05-26
2025-05-26,Hydro Power,3423855646.2,8145408,29360,2025-05-26
2025-05-26,Investment,489569346.0,776794,2901,2025-05-26
2025-05-26,Life Insurance,360275535.1,458377,5727,2025-05-26
2025-05-26,Manufacturing And Processing,216911367.0,356232,2269,2025-05-26
2025-05-26,Microfinance,587108848.3,538584,6205,2025-05-26
2025-05-26,Mutual Fund,7078802.12,739812,559,2025-05-26
2025-05-26,Non Life Insurance,202224653.1,245057,2620,2025-05-26
2025-05-26,Others,340392432.6,324654,2561,2025-05-26
2025-05-26,Promoter Share,96035635.6,449636,561,2025-05-26
2025-05-26,Tradings,15759332.0,3079,129,2025-05-26
1970-01-01,Preference Share,0.0,0,0,2025-05-27
2025-05-27,Commercial Banks,639763727.0,2426801,6100,2025-05-27
2025-05-27,Corporate Debenture,3249931.4,2993,67,2025-05-27
2025-05-27,Development Banks,629689417.3,817933,4207,2025-05-27
2025-05-27,Finance,73890395.2,139522,1340,2025-05-27
2025-05-27,Hotels And Tourism,182883537.6,290032,1154,2025-05-27
2025-05-27,Hydro Power,3349461003.9,7749531,28080,2025-05-27
2025-05-27,Investment,425665692.4,519699,2436,2025-05-27
2025-05-27,Life Insurance,257051107.3,312070,5315,2025-05-27
2025-05-27,Manufacturing And Processing,165895761.4,268496,1875,2025-05-27
2025-05-27,Microfinance,355490948.7,262397,3662,2025-05-27
2025-05-27,Mutual Fund,7948106.44,783846,547,2025-05-27
2025-05-27,Non Life Insurance,125654565.0,128222,2258,2025-05-27
2025-05-27,Others,216380960.0,209297,2046,2025-05-27
2025-05-27,Promoter Share,83565403.1,386209,469,2025-05-27
2025-05-27,Tradings,10657585.0,2104,62,2025-05-27
1970-01-01,Preference Share,0.0,0,0,2025-05-28
2025-05-28,Commercial Banks,1129108002.3,4211055,9807,2025-05-28
2025-05-28,Corporate Debenture,2071328.3,1889,77,2025-05-28
2025-05-28,Development Banks,581158136.5,806000,4086,2025-05-28
2025-05-28,Finance,88218495.5,168208,1518,2025-05-28
2025-05-28,Hotels And Tourism,226762739.1,366000,1258,2025-05-28
2025-05-28,Hydro Power,4723406139.5,11477853,38837,2025-05-28
2025-05-28,Investment,404564849.8,617496,2731,2025-05-28
2025-05-28,Life Insurance,442779970.3,583078,7294,2025-05-28
2025-05-28,Manufacturing And Processing,156392741.0,241637,1992,2025-05-28
2025-05-28,Microfinance,274072033.2,255068,3490,2025-05-28
2025-05-28,Mutual Fund,11527326.55,1200067,550,2025-05-28
2025-05-28,Non Life Insurance,178834070.7,194197,2864,2025-05-28
2025-05-28,Others,249100720.1,238114,2211,2025-05-28
2025-05-28,Promoter Share,94144964.4,393989,455,2025-05-28
2025-05-28,Tradings,23005960.0,4549,124,2025-05-28
1970-01-01,Corporate Debenture,0,0,0,2025-05-29
1970-01-01,Preference Share,0,0,0,2025-05-29
1970-01-01,Promoter Share,0,0,0,2025-05-29
1970-01-01,Corporate Debenture,0,0,0,2025-06-01
1970-01-01,Preference Share,0,0,0,2025-06-01
1970-01-01,Promoter Share,0,0,0,2025-06-01
1970-01-01,Preference Share,0.0,0,0,2025-06-02
2025-06-02,Commercial Banks,1090533842.4,3822258,10202,2025-06-02
2025-06-02,Corporate Debenture,1839567.2,1679,48,2025-06-02
2025-06-02,Development Banks,582484620.65,901790,4063,2025-06-02
2025-06-02,Finance,97542492.7,185022,1663,2025-06-02
2025-06-02,Hotels And Tourism,449648721.2,691320,2424,2025-06-02
2025-06-02,Hydro Power,4307098813.6,10417102,34327,2025-06-02
2025-06-02,Investment,925001728.8,1988179,6459,2025-06-02
2025-06-02,Life Insurance,371646710.2,498468,8069,2025-06-02
2025-06-02,Manufacturing And Processing,189412346.1,276271,2843,2025-06-02
2025-06-02,Microfinance,260848733.9,243782,3765,2025-06-02
2025-06-02,Mutual Fund,6723311.24,706271,687,2025-06-02
2025-06-02,Non Life Insurance,218155826.1,199917,3617,2025-06-02
2025-06-02,Others,359715916.9,352384,3283,2025-06-02
2025-06-02,Promoter Share,342947119.3,1742467,1425,2025-06-02
2025-06-02,Tradings,20510334.4,4060,107,2025-06-02
1970-01-01,Preference Share,0.0,0,0,2025-06-03
2025-06-03,Commercial Banks,798661003.5,2823569,7393,2025-06-03
2025-06-03,Corporate Debenture,1359392.5,1242,53,2025-06-03
2025-06-03,Development Banks,448765797.2,630701,3261,2025-06-03
2025-06-03,Finance,84307896.2,160379,1320,2025-06-03
2025-06-03,Hotels And Tourism,192706903.3,299697,1178,2025-06-03
2025-06-03,Hydro Power,3130754814.7,7496369,27315,2025-06-03
2025-06-03,Investment,460110089.82,680423,3148,2025-06-03
2025-06-03,Life Insurance,224359962.7,304891,5343,2025-06-03
2025-06-03,Manufacturing And Processing,440034639.8,411455,17051,2025-06-03
2025-06-03,Microfinance,313430458.1,240807,3283,2025-06-03
2025-06-03,Mutual Fund,11935038.02,1174499,617,2025-06-03
2025-06-03,Non Life Insurance,169882204.1,197665,2657,2025-06-03
2025-06-03,Others,193136537.5,191604,1976,2025-06-03
2025-06-03,Promoter Share,201362571.9,923363,830,2025-06-03
2025-06-03,Tradings,7934557.8,1475,71,2025-06-03
1970-01-01,Preference Share,0.0,0,0,2025-06-04
2025-06-04,Commercial Banks,451155546.4,1734665,5519,2025-06-04
2025-06-04,Corporate Debenture,1385937.9,1273,46,2025-06-04
2025-06-04,Development Banks,375068508.8,554732,2818,2025-06-04
2025-06-04,Finance,89241666.9,170220,1439,2025-06-04
2025-06-04,Hotels And Tourism,119368682.6,178550,803,2025-06-04
2025-06-04,Hydro Power,2543309131.4,6559443,24959,2025-06-04
2025-06-04,Investment,372805133.8,583022,2652,2025-06-04
2025-06-04,Life Insurance,226831656.8,333667,4924,2025-06-04
2025-06-04,Manufacturing And Processing,261869951.5,284282,7279,2025-06-04
2025-06-04,Microfinance,179890760.7,170391,2848,2025-06-04
2025-06-04,Mutual Fund,20660447.04,2049000,707,2025-06-04
2025-06-04,Non Life Insurance,145213779.4,173268,2198,2025-06-04
2025-06-04,Others,190711949.8,199009,1999,2025-06-04
2025-06-04,Promoter Share,169770615.5,787650,841,2025-06-04
2025-06-04,Tradings,15491751.0,3065,84,2025-06-04
1970-01-01,Preference Share,0.0,0,0,2025-06-05
2025-06-05,Commercial Banks,513081173.3,1937582,5375,2025-06-05
2025-06-05,Corporate Debenture,3517397.6,3211,63,2025-06-05
2025-06-05,Development Banks,604622408.6,786396,4111,2025-06-05
2025-06-05,Finance,100695633.1,192044,1751,2025-06-05
2025-06-05,Hotels And Tourism,309732377.9,431503,1595,2025-06-05
2025-06-05,Hydro Power,4542533470.8,10437990,36459,2025-06-05
2025-06-05,Investment,558415499.6,815598,3207,2025-06-05
2025-06-05,Life Insurance,231598870.9,322282,5125,2025-06-05
2025-06-05,Manufacturing And Processing,317553058.2,305097,10881,2025-06-05
2025-06-05,Microfinance,221528267.5,204858,3015,2025-06-05
2025-06-05,Mutual Fund,5103060.66,521048,543,2025-06-05
2025-06-05,Non Life Insurance,198837434.1,233056,2600,2025-06-05
2025-06-05,Others,204287243.4,210978,2258,2025-06-05
2025-06-05,Promoter Share,149725491.4,705128,585,2025-06-05
2025-06-05,Tradings,9017225.0,1773,81,2025-06-05
1970-01-01,Preference Share,0.0,0,0,2025-06-08
2025-06-08,Commercial Banks,470138753.7,1820946,5466,2025-06-08
2025-06-08,Corporate Debenture,1958767.2,1792,51,2025-06-08
2025-06-08,Development Banks,565884301.7,731430,3474,2025-06-08
2025-06-08,Finance,110294934.9,214367,1812,2025-06-08
2025-06-08,Hotels And Tourism,264418532.7,404232,1539,2025-06-08
2025-06-08,Hydro Power,5373260046.65,12238051,42585,2025-06-08
2025-06-08,Investment,795587581.0,1218253,3888,2025-06-08
2025-06-08,Life Insurance,292408939.4,413708,7026,2025-06-08
2025-06-08,Manufacturing And Processing,300999225.7,368213,9094,2025-06-08
2025-06-08,Microfinance,263953667.6,250542,3689,2025-06-08
2025-06-08,Mutual Fund,9210424.08,933676,645,2025-06-08
2025-06-08,Non Life Insurance,206110889.3,212794,3496,2025-06-08
2025-06-08,Others,241911833.2,262878,2676,2025-06-08
2025-06-08,Promoter Share,207603789.8,912954,911,2025-06-08
2025-06-08,Tradings,26621211.1,5173,170,2025-06-08
1970-01-01,Preference Share,0.0,0,0,2025-06-09
2025-06-09,Commercial Banks,316565323.5,1171706,4380,2025-06-09
2025-06-09,Corporate Debenture,6144067.7,5673,79,2025-06-09
2025-06-09,Development Banks,539697555.0,765224,3418,2025-06-09
2025-06-09,Finance,101922751.4,199536,1517,2025-06-09
2025-06-09,Hotels And Tourism,261575056.5,381619,1143,2025-06-09
2025-06-09,Hydro Power,4966410006.4,11397816,39960,2025-06-09
2025-06-09,Investment,998385468.1,965411,4542,2025-06-09
2025-06-09,Life Insurance,254457520.9,375407,5716,2025-06-09
2025-06-09,Manufacturing And Processing,228869614.5,283723,7632,2025-06-09
2025-06-09,Microfinance,169647639.9,161983,2787,2025-06-09
2025-06-09,Mutual Fund,3977110.32,414074,555,2025-06-09
2025-06-09,Non Life Insurance,188507512.8,208365,2985,2025-06-09
2025-06-09,Others,508140470.6,474339,3488,2025-06-09
2025-06-09,Promoter Share,132183529.6,693926,512,2025-06-09
2025-06-09,Tradings,10907592.7,2094,79,2025-06-09
1970-01-01,Preference Share,0.0,0,0,2025-06-10
2025-06-10,Commercial Banks,523166261.0,1947710,5732,2025-06-10
2025-06-10,Corporate Debenture,2914002.8,2708,44,2025-06-10
2025-06-10,Development Banks,361034374.3,596520,2971,2025-06-10
2025-06-10,Finance,371503176.4,696907,4694,2025-06-10
2025-06-10,Hotels And Tourism,226729834.9,368304,1198,2025-06-10
2025-06-10,Hydro Power,5256384225.4,12683456,41317,2025-06-10
2025-06-10,Investment,1067800978.62,1457824,5401,2025-06-10
2025-06-10,Life Insurance,333166620.55,517328,5136,2025-06-10
2025-06-10,Manufacturing And Processing,231145285.1,272495,3943,2025-06-10
2025-06-10,Microfinance,219023994.3,205964,3059,2025-06-10
2025-06-10,Mutual Fund,11355097.9,1237342,576,2025-06-10
2025-06-10,Non Life Insurance,172210923.6,187442,2067,2025-06-10
2025-06-10,Others,765945571.9,779757,2890,2025-06-10
2025-06-10,Promoter Share,604712704.6,2740122,2576,2025-06-10
2025-06-10,Tradings,11943213.1,2391,86,2025-06-10
1970-01-01,Preference Share,0.0,0,0,2025-06-11
2025-06-11,Commercial Banks,664026771.0,2599416,5525,2025-06-11
2025-06-11,Corporate Debenture,1053466.6,931,28,2025-06-11
2025-06-11,Development Banks,491709778.3,755357,3276,2025-06-11
2025-06-11,Finance,265156110.2,480570,3658,2025-06-11
2025-06-11,Hotels And Tourism,238988005.7,335800,1583,2025-06-11
2025-06-11,Hydro Power,6294071671.6,14094473,47255,2025-06-11
2025-06-11,Investment,609605372.9,799224,3560,2025-06-11
2025-06-11,Life Insurance,171960976.0,284330,3795,2025-06-11
2025-06-11,Manufacturing And Processing,248980899.4,326161,4042,2025-06-11
2025-06-11,Microfinance,205694092.6,204086,2833,2025-06-11
2025-06-11,Mutual Fund,5658270.68,572557,520,2025-06-11
2025-06-11,Non Life Insurance,183103198.6,207812,2141,2025-06-11
2025-06-11,Others,248820143.0,239724,1977,2025-06-11
2025-06-11,Promoter Share,263904945.2,1172331,1399,2025-06-11
2025-06-11,Tradings,13436856.3,2628,88,2025-06-11
1970-01-01,Preference Share,0.0,0,0,2025-06-12
2025-06-12,Commercial Banks,456155376.1,1816694,5481,2025-06-12
2025-06-12,Corporate Debenture,1000434.0,914,37,2025-06-12
2025-06-12,Development Banks,409450896.2,694257,3421,2025-06-12
2025-06-12,Finance,278459593.88,498966,3898,2025-06-12
2025-06-12,Hotels And Tourism,477148507.4,641207,3175,2025-06-12
2025-06-12,Hydro Power,8287533005.6,19612044,63737,2025-06-12
2025-06-12,Investment,832270663.6,918547,3750,2025-06-12
2025-06-12,Life Insurance,234543390.1,362461,4808,2025-06-12
2025-06-12,Manufacturing And Processing,288542971.8,400387,4382,2025-06-12
2025-06-12,Microfinance,245790323.4,232933,3254,2025-06-12
2025-06-12,Mutual Fund,7255665.33,736824,497,2025-06-12
2025-06-12,Non Life Insurance,196985812.4,236310,2589,2025-06-12
2025-06-12,Others,349648392.6,357152,2699,2025-06-12
2025-06-12,Promoter Share,441723563.7,2097010,1083,2025-06-12
2025-06-12,Tradings,7853843.4,1550,70,2025-06-12
1970-01-01,Preference Share,0.0,0,0,2025-06-15
2025-06-15,Commercial Banks,413616104.8,1552127,5464,2025-06-15
2025-06-15,Corporate Debenture,1028900.3,966,37,2025-06-15
2025-06-15,Development Banks,350019285.2,568598,3219,2025-06-15
2025-06-15,Finance,261379361.6,469319,2984,2025-06-15
2025-06-15,Hotels And Tourism,331269876.7,403949,2289,2025-06-15
2025-06-15,Hydro Power,7910419364.0,17300969,55920,2025-06-15
2025-06-15,Investment,594103430.8,1013058,3899,2025-06-15
2025-06-15,Life Insurance,206794263.7,364149,4818,2025-06-15
2025-06-15,Manufacturing And Processing,446193981.3,737067,5667,2025-06-15
2025-06-15,Microfinance,216690616.1,214891,3204,2025-06-15
2025-06-15,Mutual Fund,11702772.84,1244485,627,2025-06-15
2025-06-15,Non Life Insurance,208962228.8,252912,2794,2025-06-15
2025-06-15,Others,270461560.6,286092,3462,2025-06-15
2025-06-15,Promoter Share,210736529.8,982943,896,2025-06-15
2025-06-15,Tradings,8802754.1,1736,57,2025-06-15
1970-01-01,Preference Share,0.0,0,0,2025-06-16
2025-06-16,Commercial Banks,490568351.3,1855098,5205,2025-06-16
2025-06-16,Corporate Debenture,1150089.1,1061,48,2025-06-16
